plant,rep,image_num,image_path,mask_path,nn_role
Ba4-1,rep_01,16,Ba4-1/rep_01/1000082_2022_05_19_15_00_17-6-16-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_19_15_00_17-6-16-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,17,Ba4-1/rep_01/1000082_2022_05_20_12_00_17-6-17-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_20_12_00_17-6-17-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,18,Ba4-1/rep_01/1000082_2022_05_20_15_00_17-6-18-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_20_15_00_17-6-18-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,19,Ba4-1/rep_01/1000082_2022_05_21_12_00_17-6-19-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_21_12_00_17-6-19-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,20,Ba4-1/rep_01/1000082_2022_05_21_15_00_17-6-20-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_21_15_00_17-6-20-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,21,Ba4-1/rep_01/1000082_2022_05_22_12_00_17-6-21-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_22_12_00_17-6-21-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,22,Ba4-1/rep_01/1000082_2022_05_22_15_00_17-6-22-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_22_15_00_17-6-22-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,23,Ba4-1/rep_01/1000082_2022_05_23_12_00_17-6-23-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_23_12_00_17-6-23-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,24,Ba4-1/rep_01/1000082_2022_05_23_15_00_17-6-24-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_23_15_00_17-6-24-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,25,Ba4-1/rep_01/1000082_2022_05_24_12_00_17-6-25-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_24_12_00_17-6-25-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,26,Ba4-1/rep_01/1000082_2022_05_24_15_00_17-6-26-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_24_15_00_17-6-26-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,27,Ba4-1/rep_01/1000082_2022_05_25_12_00_17-6-27-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_25_12_00_17-6-27-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,28,Ba4-1/rep_01/1000082_2022_05_25_15_00_17-6-28-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_25_15_00_17-6-28-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,29,Ba4-1/rep_01/1000082_2022_05_26_12_00_17-6-29-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_26_12_00_17-6-29-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,30,Ba4-1/rep_01/1000082_2022_05_26_15_00_17-6-30-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_26_15_00_17-6-30-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,31,Ba4-1/rep_01/1000082_2022_05_27_12_00_17-6-31-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_27_12_00_17-6-31-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,32,Ba4-1/rep_01/1000082_2022_05_27_15_00_17-6-32-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_27_15_00_17-6-32-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,33,Ba4-1/rep_01/1000082_2022_05_28_12_00_17-6-33-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_28_12_00_17-6-33-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,34,Ba4-1/rep_01/1000082_2022_05_28_15_00_17-6-34-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_28_15_00_17-6-34-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,35,Ba4-1/rep_01/1000082_2022_05_29_12_00_17-6-35-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_29_12_00_17-6-35-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,36,Ba4-1/rep_01/1000082_2022_05_29_15_00_17-6-36-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_29_15_00_17-6-36-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,37,Ba4-1/rep_01/1000082_2022_05_30_12_00_17-6-37-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_30_12_00_17-6-37-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,38,Ba4-1/rep_01/1000082_2022_05_30_15_00_16-6-38-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_30_15_00_16-6-38-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,39,Ba4-1/rep_01/1000082_2022_05_31_12_00_17-6-39-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_31_12_00_17-6-39-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,40,Ba4-1/rep_01/1000082_2022_05_31_15_00_17-6-40-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_05_31_15_00_17-6-40-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,41,Ba4-1/rep_01/1000082_2022_06_01_12_00_17-6-41-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_01_12_00_17-6-41-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,42,Ba4-1/rep_01/1000082_2022_06_01_15_00_17-6-42-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_01_15_00_17-6-42-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,43,Ba4-1/rep_01/1000082_2022_06_02_12_00_17-6-43-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_02_12_00_17-6-43-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,44,Ba4-1/rep_01/1000082_2022_06_02_15_00_17-6-44-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_02_15_00_17-6-44-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,45,Ba4-1/rep_01/1000082_2022_06_03_12_00_17-6-45-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_03_12_00_17-6-45-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,46,Ba4-1/rep_01/1000082_2022_06_03_15_00_17-6-46-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_03_15_00_17-6-46-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,47,Ba4-1/rep_01/1000082_2022_06_04_12_00_17-6-47-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_04_12_00_17-6-47-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,48,Ba4-1/rep_01/1000082_2022_06_04_15_00_17-6-48-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_04_15_00_17-6-48-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,49,Ba4-1/rep_01/1000082_2022_06_05_12_00_16-6-49-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_05_12_00_16-6-49-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,50,Ba4-1/rep_01/1000082_2022_06_05_15_00_17-6-50-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_05_15_00_17-6-50-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,51,Ba4-1/rep_01/1000082_2022_06_06_12_00_17-6-51-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_06_12_00_17-6-51-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,52,Ba4-1/rep_01/1000082_2022_06_06_15_00_16-6-52-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_06_15_00_16-6-52-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,53,Ba4-1/rep_01/1000082_2022_06_07_12_00_17-6-53-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_07_12_00_17-6-53-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_01,54,Ba4-1/rep_01/1000082_2022_06_07_15_00_17-6-54-TA03-RGB1_pot_B5_Ba4-1-01.png,Ba4-1/rep_01/1000082_2022_06_07_15_00_17-6-54-TA03-RGB1_pot_B5_Ba4-1-01.png,train
Ba4-1,rep_02,0,Ba4-1/rep_02/1000125_2022_05_11_12_09_49-2-171-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_11_12_09_49-2-171-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,1,Ba4-1/rep_02/1000125_2022_05_12_12_00_31-6-1-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_12_12_00_31-6-1-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,2,Ba4-1/rep_02/1000125_2022_05_12_15_00_31-6-2-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_12_15_00_31-6-2-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,3,Ba4-1/rep_02/1000125_2022_05_13_12_00_31-6-3-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_13_12_00_31-6-3-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,4,Ba4-1/rep_02/1000125_2022_05_13_15_00_31-6-4-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_13_15_00_31-6-4-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,5,Ba4-1/rep_02/1000125_2022_05_14_12_00_31-6-5-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_14_12_00_31-6-5-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,6,Ba4-1/rep_02/1000125_2022_05_14_15_00_31-6-6-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_14_15_00_31-6-6-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,7,Ba4-1/rep_02/1000125_2022_05_15_12_00_31-6-7-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_15_12_00_31-6-7-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,8,Ba4-1/rep_02/1000125_2022_05_15_15_00_31-6-8-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_15_15_00_31-6-8-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,9,Ba4-1/rep_02/1000125_2022_05_16_12_00_31-6-9-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_16_12_00_31-6-9-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,10,Ba4-1/rep_02/1000125_2022_05_16_15_00_31-6-10-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_16_15_00_31-6-10-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,11,Ba4-1/rep_02/1000125_2022_05_17_12_00_33-6-11-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_17_12_00_33-6-11-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,12,Ba4-1/rep_02/1000125_2022_05_17_15_00_31-6-12-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_17_15_00_31-6-12-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,13,Ba4-1/rep_02/1000125_2022_05_18_12_00_31-6-13-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_18_12_00_31-6-13-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,14,Ba4-1/rep_02/1000125_2022_05_18_15_00_31-6-14-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_18_15_00_31-6-14-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,15,Ba4-1/rep_02/1000125_2022_05_19_12_00_31-6-15-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_19_12_00_31-6-15-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,16,Ba4-1/rep_02/1000125_2022_05_19_15_00_31-6-16-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_19_15_00_31-6-16-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,17,Ba4-1/rep_02/1000125_2022_05_20_12_00_31-6-17-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_20_12_00_31-6-17-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,18,Ba4-1/rep_02/1000125_2022_05_20_15_00_32-6-18-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_20_15_00_32-6-18-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,19,Ba4-1/rep_02/1000125_2022_05_21_12_00_31-6-19-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_21_12_00_31-6-19-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,20,Ba4-1/rep_02/1000125_2022_05_21_15_00_31-6-20-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_21_15_00_31-6-20-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,21,Ba4-1/rep_02/1000125_2022_05_22_12_00_31-6-21-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_22_12_00_31-6-21-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,22,Ba4-1/rep_02/1000125_2022_05_22_15_00_31-6-22-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_22_15_00_31-6-22-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,23,Ba4-1/rep_02/1000125_2022_05_23_12_00_31-6-23-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_23_12_00_31-6-23-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,24,Ba4-1/rep_02/1000125_2022_05_23_15_00_31-6-24-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_23_15_00_31-6-24-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,25,Ba4-1/rep_02/1000125_2022_05_24_12_00_32-6-25-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_24_12_00_32-6-25-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,26,Ba4-1/rep_02/1000125_2022_05_24_15_00_31-6-26-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_24_15_00_31-6-26-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,27,Ba4-1/rep_02/1000125_2022_05_25_12_00_31-6-27-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_25_12_00_31-6-27-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,28,Ba4-1/rep_02/1000125_2022_05_25_15_00_31-6-28-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_25_15_00_31-6-28-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,29,Ba4-1/rep_02/1000125_2022_05_26_12_00_31-6-29-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_26_12_00_31-6-29-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,30,Ba4-1/rep_02/1000125_2022_05_26_15_00_31-6-30-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_26_15_00_31-6-30-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,31,Ba4-1/rep_02/1000125_2022_05_27_12_00_31-6-31-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_27_12_00_31-6-31-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,32,Ba4-1/rep_02/1000125_2022_05_27_15_00_31-6-32-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_27_15_00_31-6-32-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,33,Ba4-1/rep_02/1000125_2022_05_28_12_00_31-6-33-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_28_12_00_31-6-33-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,34,Ba4-1/rep_02/1000125_2022_05_28_15_00_31-6-34-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_28_15_00_31-6-34-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,35,Ba4-1/rep_02/1000125_2022_05_29_12_00_31-6-35-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_29_12_00_31-6-35-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,36,Ba4-1/rep_02/1000125_2022_05_29_15_00_31-6-36-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_29_15_00_31-6-36-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,37,Ba4-1/rep_02/1000125_2022_05_30_12_00_31-6-37-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_30_12_00_31-6-37-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,38,Ba4-1/rep_02/1000125_2022_05_30_15_00_31-6-38-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_30_15_00_31-6-38-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,39,Ba4-1/rep_02/1000125_2022_05_31_12_00_31-6-39-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_31_12_00_31-6-39-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,40,Ba4-1/rep_02/1000125_2022_05_31_15_00_31-6-40-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_05_31_15_00_31-6-40-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,41,Ba4-1/rep_02/1000125_2022_06_01_12_00_31-6-41-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_06_01_12_00_31-6-41-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,42,Ba4-1/rep_02/1000125_2022_06_01_15_00_31-6-42-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_06_01_15_00_31-6-42-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,43,Ba4-1/rep_02/1000125_2022_06_02_12_00_31-6-43-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_06_02_12_00_31-6-43-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,44,Ba4-1/rep_02/1000125_2022_06_02_15_00_31-6-44-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_06_02_15_00_31-6-44-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,45,Ba4-1/rep_02/1000125_2022_06_03_12_00_31-6-45-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_06_03_12_00_31-6-45-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,46,Ba4-1/rep_02/1000125_2022_06_03_15_00_31-6-46-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_06_03_15_00_31-6-46-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,47,Ba4-1/rep_02/1000125_2022_06_04_12_00_31-6-47-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_06_04_12_00_31-6-47-TA05-RGB1_pot_C3_Ba4-1-02.png,train
Ba4-1,rep_02,48,Ba4-1/rep_02/1000125_2022_06_04_15_00_31-6-48-TA05-RGB1_pot_C3_Ba4-1-02.png,Ba4-1/rep_02/1000125_2022_06_04_15_00_31-6-48-TA05-RGB1_pot_C3_Ba4-1-02.png,train
